date,channel,campaign_type,campaign_name,spend,clicks,impressions,conversions,revenue,roas
2025-09-07,Google Ads,Performance Max,Shopping Best Sellers,457.59,1174,38596,73,1720.54,3.76
2025-09-07,Google Ads,Search,Brand Search,444.75,695,32637,45,2428.31,5.46
2025-09-07,Google Ads,Shopping,Generic Search,446.26,914,30271,41,2119.73,4.75
2025-09-07,Meta Ads,Advantage+,Advantage Shopping,423.97,698,22113,31,1373.67,3.24
2025-09-07,Meta Ads,Prospecting,Lookalike Prospecting,301.17,411,21180,13,795.1,2.64
2025-09-07,Meta Ads,Retargeting,Cart Retargeting,367.79,673,31897,40,1044.54,2.84
2025-09-07,Microsoft Ads,Search,Bing Brand,136.88,307,11847,16,922.59,6.74
2025-09-07,Microsoft Ads,Shopping,Bing Generic,167.29,331,14160,12,874.95,5.23
2025-09-08,Google Ads,Performance Max,Shopping Best Sellers,545.0,1671,39748,101,2310.81,4.24
2025-09-08,Google Ads,Search,Brand Search,408.16,406,20335,10,1983.65,4.86
2025-09-08,Google Ads,Shopping,Generic Search,442.87,587,24406,33,1953.06,4.41
2025-09-08,Meta Ads,Advantage+,Advantage Shopping,386.87,667,26158,21,1241.86,3.21
2025-09-08,Meta Ads,Prospecting,Lookalike Prospecting,325.26,794,27327,39,1021.3,3.14
2025-09-08,Meta Ads,Retargeting,Cart Retargeting,379.62,597,30065,20,1267.94,3.34
2025-09-08,Microsoft Ads,Search,Bing Brand,148.66,390,12550,19,961.85,6.47
2025-09-08,Microsoft Ads,Shopping,Bing Generic,140.69,228,8644,8,600.72,4.27
2025-09-09,Google Ads,Performance Max,Shopping Best Sellers,509.67,963,42416,49,2283.31,4.48
2025-09-09,Google Ads,Search,Brand Search,339.28,890,27013,61,2059.45,6.07
2025-09-09,Google Ads,Shopping,Generic Search,524.75,541,28404,32,2366.63,4.51
2025-09-09,Meta Ads,Advantage+,Advantage Shopping,473.53,943,31610,37,1543.7,3.26
2025-09-09,Meta Ads,Prospecting,Lookalike Prospecting,328.0,409,15123,16,980.71,2.99
2025-09-09,Meta Ads,Retargeting,Cart Retargeting,384.3,787,21844,29,1268.18,3.3
2025-09-09,Microsoft Ads,Search,Bing Brand,132.99,252,8004,18,921.59,6.93
2025-09-09,Microsoft Ads,Shopping,Bing Generic,171.62,238,10399,10,851.24,4.96
2025-09-10,Google Ads,Performance Max,Shopping Best Sellers,535.32,850,26299,42,2135.94,3.99
2025-09-10,Google Ads,Search,Brand Search,424.64,754,32358,37,2360.99,5.56
2025-09-10,Google Ads,Shopping,Generic Search,517.12,803,37968,55,2187.42,4.23
2025-09-10,Meta Ads,Advantage+,Advantage Shopping,461.35,790,24437,33,1568.58,3.4
2025-09-10,Meta Ads,Prospecting,Lookalike Prospecting,274.97,686,22845,21,937.66,3.41
2025-09-10,Meta Ads,Retargeting,Cart Retargeting,405.36,940,30097,35,1216.09,3.0
2025-09-10,Microsoft Ads,Search,Bing Brand,160.84,531,13120,20,987.57,6.14
2025-09-10,Microsoft Ads,Shopping,Bing Generic,179.5,470,15085,29,858.02,4.78
2025-09-11,Google Ads,Performance Max,Shopping Best Sellers,512.64,935,25883,47,2096.7,4.09
2025-09-11,Google Ads,Search,Brand Search,367.13,1104,25116,52,1861.32,5.07
2025-09-11,Google Ads,Shopping,Generic Search,405.88,755,23351,38,1765.59,4.35
2025-09-11,Meta Ads,Advantage+,Advantage Shopping,418.32,901,27025,58,1091.82,2.61
2025-09-11,Meta Ads,Prospecting,Lookalike Prospecting,290.73,478,12782,27,939.05,3.23
2025-09-11,Meta Ads,Retargeting,Cart Retargeting,405.1,1145,29113,80,1174.78,2.9
2025-09-11,Microsoft Ads,Search,Bing Brand,159.53,313,10477,18,960.39,6.02
2025-09-11,Microsoft Ads,Shopping,Bing Generic,160.38,237,7850,16,819.56,5.11
2025-09-12,Google Ads,Performance Max,Shopping Best Sellers,490.42,761,22108,51,1834.18,3.74
2025-09-12,Google Ads,Search,Brand Search,315.26,901,22459,57,1787.51,5.67
2025-09-12,Google Ads,Shopping,Generic Search,429.62,887,24166,53,1787.23,4.16
2025-09-12,Meta Ads,Advantage+,Advantage Shopping,386.45,495,22749,24,1093.64,2.83
2025-09-12,Meta Ads,Prospecting,Lookalike Prospecting,310.42,393,19100,21,996.45,3.21
2025-09-12,Meta Ads,Retargeting,Cart Retargeting,347.4,1055,25440,29,1024.83,2.95
2025-09-12,Microsoft Ads,Search,Bing Brand,122.57,122,6085,8,812.67,6.63
2025-09-12,Microsoft Ads,Shopping,Bing Generic,144.47,261,12003,12,655.9,4.54
2025-09-13,Google Ads,Performance Max,Shopping Best Sellers,460.13,980,24504,33,1937.14,4.21
2025-09-13,Google Ads,Search,Brand Search,307.89,508,13061,33,1542.52,5.01
2025-09-13,Google Ads,Shopping,Generic Search,409.38,684,25332,35,1592.5,3.89
2025-09-13,Meta Ads,Advantage+,Advantage Shopping,362.36,527,27362,28,1145.07,3.16
2025-09-13,Meta Ads,Prospecting,Lookalike Prospecting,259.28,449,13657,23,775.25,2.99
2025-09-13,Meta Ads,Retargeting,Cart Retargeting,361.24,1091,31070,41,1022.32,2.83
2025-09-13,Microsoft Ads,Search,Bing Brand,120.56,257,6616,13,822.19,6.82
2025-09-13,Microsoft Ads,Shopping,Bing Generic,133.27,332,9321,19,678.34,5.09
2025-09-14,Google Ads,Performance Max,Shopping Best Sellers,493.78,528,24641,26,2271.41,4.6
2025-09-14,Google Ads,Search,Brand Search,421.3,1229,29605,66,2477.22,5.88
2025-09-14,Google Ads,Shopping,Generic Search,436.24,1101,29700,32,1845.31,4.23
2025-09-14,Meta Ads,Advantage+,Advantage Shopping,373.26,778,18042,49,1265.37,3.39
2025-09-14,Meta Ads,Prospecting,Lookalike Prospecting,371.65,1223,30887,45,1126.11,3.03
2025-09-14,Meta Ads,Retargeting,Cart Retargeting,413.19,1210,32349,48,1231.31,2.98
2025-09-14,Microsoft Ads,Search,Bing Brand,155.15,517,13269,21,1078.28,6.95
2025-09-14,Microsoft Ads,Shopping,Bing Generic,183.4,362,12131,20,775.78,4.23
2025-09-15,Google Ads,Performance Max,Shopping Best Sellers,483.86,1593,38260,62,1824.14,3.77
2025-09-15,Google Ads,Search,Brand Search,425.22,1426,33596,43,2338.73,5.5
2025-09-15,Google Ads,Shopping,Generic Search,427.32,1139,34951,75,1593.91,3.73
2025-09-15,Meta Ads,Advantage+,Advantage Shopping,461.22,1047,28071,33,1554.32,3.37
2025-09-15,Meta Ads,Prospecting,Lookalike Prospecting,315.11,691,26652,32,850.79,2.7
2025-09-15,Meta Ads,Retargeting,Cart Retargeting,327.78,470,15767,26,1091.5,3.33
2025-09-15,Microsoft Ads,Search,Bing Brand,141.56,259,9063,18,770.1,5.44
2025-09-15,Microsoft Ads,Shopping,Bing Generic,143.45,380,8887,24,677.1,4.72
2025-09-16,Google Ads,Performance Max,Shopping Best Sellers,561.83,718,38695,43,2511.39,4.47
2025-09-16,Google Ads,Search,Brand Search,353.18,1020,23486,42,1995.47,5.65
2025-09-16,Google Ads,Shopping,Generic Search,454.26,865,21576,39,1785.24,3.93
2025-09-16,Meta Ads,Advantage+,Advantage Shopping,485.32,852,39130,26,1252.11,2.58
2025-09-16,Meta Ads,Prospecting,Lookalike Prospecting,299.57,399,20193,23,805.84,2.69
2025-09-16,Meta Ads,Retargeting,Cart Retargeting,342.81,738,27814,23,946.17,2.76
2025-09-16,Microsoft Ads,Search,Bing Brand,134.62,180,9659,4,749.83,5.57
2025-09-16,Microsoft Ads,Shopping,Bing Generic,185.3,236,10482,6,841.25,4.54
2025-09-17,Google Ads,Performance Max,Shopping Best Sellers,585.47,1146,38328,78,2775.13,4.74
2025-09-17,Google Ads,Search,Brand Search,438.74,1007,33149,60,2373.59,5.41
2025-09-17,Google Ads,Shopping,Generic Search,474.02,1305,30656,35,1815.5,3.83
2025-09-17,Meta Ads,Advantage+,Advantage Shopping,401.3,708,26757,49,1248.04,3.11
2025-09-17,Meta Ads,Prospecting,Lookalike Prospecting,281.95,607,16937,29,840.22,2.98
2025-09-17,Meta Ads,Retargeting,Cart Retargeting,430.1,664,19628,19,1135.46,2.64
2025-09-17,Microsoft Ads,Search,Bing Brand,148.5,212,10282,12,898.4,6.05
2025-09-17,Microsoft Ads,Shopping,Bing Generic,189.7,534,14532,19,969.37,5.11
2025-09-18,Google Ads,Performance Max,Shopping Best Sellers,612.65,994,48663,29,2315.8,3.78
2025-09-18,Google Ads,Search,Brand Search,403.02,687,23074,30,2003.0,4.97
2025-09-18,Google Ads,Shopping,Generic Search,413.01,824,29707,26,1738.76,4.21
2025-09-18,Meta Ads,Advantage+,Advantage Shopping,485.89,1398,41582,57,1549.99,3.19
2025-09-18,Meta Ads,Prospecting,Lookalike Prospecting,354.96,791,23796,40,1157.16,3.26
2025-09-18,Meta Ads,Retargeting,Cart Retargeting,361.39,739,20929,43,968.52,2.68
2025-09-18,Microsoft Ads,Search,Bing Brand,151.51,259,10841,8,852.99,5.63
2025-09-18,Microsoft Ads,Shopping,Bing Generic,190.28,478,14522,30,898.13,4.72
2025-09-19,Google Ads,Performance Max,Shopping Best Sellers,484.08,503,27734,32,1970.2,4.07
2025-09-19,Google Ads,Search,Brand Search,382.95,1025,30188,55,2332.19,6.09
2025-09-19,Google Ads,Shopping,Generic Search,339.13,671,26902,22,1634.59,4.82
2025-09-19,Meta Ads,Advantage+,Advantage Shopping,392.17,536,26487,14,1266.69,3.23
2025-09-19,Meta Ads,Prospecting,Lookalike Prospecting,283.7,473,13727,13,828.42,2.92
2025-09-19,Meta Ads,Retargeting,Cart Retargeting,347.36,568,21152,23,958.71,2.76
2025-09-19,Microsoft Ads,Search,Bing Brand,110.88,201,8019,11,701.86,6.33
2025-09-19,Microsoft Ads,Shopping,Bing Generic,143.69,294,7801,9,692.57,4.82
2025-09-20,Google Ads,Performance Max,Shopping Best Sellers,414.71,588,22186,15,1600.79,3.86
2025-09-20,Google Ads,Search,Brand Search,338.87,754,24579,41,1711.28,5.05
2025-09-20,Google Ads,Shopping,Generic Search,343.35,431,23680,16,1431.75,4.17
2025-09-20,Meta Ads,Advantage+,Advantage Shopping,311.41,829,25160,42,1043.21,3.35
2025-09-20,Meta Ads,Prospecting,Lookalike Prospecting,301.31,647,17810,31,822.59,2.73
2025-09-20,Meta Ads,Retargeting,Cart Retargeting,358.19,655,16205,18,1167.69,3.26
2025-09-20,Microsoft Ads,Search,Bing Brand,133.57,117,6302,4,798.73,5.98
2025-09-20,Microsoft Ads,Shopping,Bing Generic,159.08,530,12638,15,804.97,5.06
2025-09-21,Google Ads,Performance Max,Shopping Best Sellers,480.32,1077,39754,62,2070.18,4.31
2025-09-21,Google Ads,Search,Brand Search,461.56,1000,31617,43,2303.19,4.99
2025-09-21,Google Ads,Shopping,Generic Search,452.61,577,25793,28,1860.24,4.11
2025-09-21,Meta Ads,Advantage+,Advantage Shopping,440.62,996,33573,67,1414.4,3.21
2025-09-21,Meta Ads,Prospecting,Lookalike Prospecting,369.08,424,19426,14,1203.19,3.26
2025-09-21,Meta Ads,Retargeting,Cart Retargeting,400.89,648,28663,39,1290.87,3.22
2025-09-21,Microsoft Ads,Search,Bing Brand,153.23,435,10742,23,974.52,6.36
2025-09-21,Microsoft Ads,Shopping,Bing Generic,154.58,248,9568,9,666.22,4.31
2025-09-22,Google Ads,Performance Max,Shopping Best Sellers,552.05,1426,36957,93,2351.74,4.26
2025-09-22,Google Ads,Search,Brand Search,358.51,597,20065,16,1932.36,5.39
2025-09-22,Google Ads,Shopping,Generic Search,535.74,1744,43337,92,2030.45,3.79
2025-09-22,Meta Ads,Advantage+,Advantage Shopping,474.14,577,23596,26,1422.42,3.0
2025-09-22,Meta Ads,Prospecting,Lookalike Prospecting,331.19,622,23625,29,1079.69,3.26
2025-09-22,Meta Ads,Retargeting,Cart Retargeting,346.56,669,16170,27,911.46,2.63
2025-09-22,Microsoft Ads,Search,Bing Brand,147.96,202,7272,7,911.45,6.16
2025-09-22,Microsoft Ads,Shopping,Bing Generic,169.79,450,11699,24,794.62,4.68
2025-09-23,Google Ads,Performance Max,Shopping Best Sellers,490.08,1516,41925,65,2019.13,4.12
2025-09-23,Google Ads,Search,Brand Search,361.64,666,26229,39,1721.41,4.76
2025-09-23,Google Ads,Shopping,Generic Search,511.18,1108,41557,57,2448.54,4.79
2025-09-23,Meta Ads,Advantage+,Advantage Shopping,449.73,753,27457,31,1403.15,3.12
2025-09-23,Meta Ads,Prospecting,Lookalike Prospecting,348.61,542,19498,32,1174.81,3.37
2025-09-23,Meta Ads,Retargeting,Cart Retargeting,431.44,1273,34214,71,1354.71,3.14
2025-09-23,Microsoft Ads,Search,Bing Brand,136.14,353,11523,13,766.46,5.63
2025-09-23,Microsoft Ads,Shopping,Bing Generic,155.4,256,12432,15,671.34,4.32
2025-09-24,Google Ads,Performance Max,Shopping Best Sellers,611.43,1082,37722,60,2384.57,3.9
2025-09-24,Google Ads,Search,Brand Search,467.37,547,20424,32,2780.84,5.95
2025-09-24,Google Ads,Shopping,Generic Search,431.49,843,21273,51,1790.67,4.15
2025-09-24,Meta Ads,Advantage+,Advantage Shopping,429.26,1111,37045,42,1450.89,3.38
2025-09-24,Meta Ads,Prospecting,Lookalike Prospecting,311.46,640,17075,29,918.81,2.95
2025-09-24,Meta Ads,Retargeting,Cart Retargeting,398.4,943,31230,59,1131.47,2.84
2025-09-24,Microsoft Ads,Search,Bing Brand,146.66,492,12537,30,904.89,6.17
2025-09-24,Microsoft Ads,Shopping,Bing Generic,156.23,451,11070,23,712.42,4.56
2025-09-25,Google Ads,Performance Max,Shopping Best Sellers,509.46,550,29411,15,2160.09,4.24
2025-09-25,Google Ads,Search,Brand Search,370.27,756,29734,45,2184.6,5.9
2025-09-25,Google Ads,Shopping,Generic Search,455.96,651,22173,44,2184.06,4.79
2025-09-25,Meta Ads,Advantage+,Advantage Shopping,419.75,665,30777,38,1376.77,3.28
2025-09-25,Meta Ads,Prospecting,Lookalike Prospecting,341.95,823,29665,22,950.62,2.78
2025-09-25,Meta Ads,Retargeting,Cart Retargeting,450.71,1239,32112,39,1478.32,3.28
2025-09-25,Microsoft Ads,Search,Bing Brand,150.67,169,6865,11,795.53,5.28
2025-09-25,Microsoft Ads,Shopping,Bing Generic,180.34,247,11857,9,939.56,5.21
2025-09-26,Google Ads,Performance Max,Shopping Best Sellers,432.1,901,26495,33,1672.24,3.87
2025-09-26,Google Ads,Search,Brand Search,334.58,787,20373,36,1569.17,4.69
2025-09-26,Google Ads,Shopping,Generic Search,362.59,460,24965,23,1736.79,4.79
2025-09-26,Meta Ads,Advantage+,Advantage Shopping,375.79,796,32373,21,1168.7,3.11
2025-09-26,Meta Ads,Prospecting,Lookalike Prospecting,280.15,557,12845,15,879.67,3.14
2025-09-26,Meta Ads,Retargeting,Cart Retargeting,336.41,942,29091,40,1012.59,3.01
2025-09-26,Microsoft Ads,Search,Bing Brand,140.94,363,10568,22,825.92,5.86
2025-09-26,Microsoft Ads,Shopping,Bing Generic,160.81,228,7075,14,750.99,4.67
2025-09-27,Google Ads,Performance Max,Shopping Best Sellers,404.24,750,17740,36,1592.72,3.94
2025-09-27,Google Ads,Search,Brand Search,321.75,731,20241,39,1866.15,5.8
2025-09-27,Google Ads,Shopping,Generic Search,457.7,1052,35210,40,1725.52,3.77
2025-09-27,Meta Ads,Advantage+,Advantage Shopping,365.2,1137,27554,48,1216.11,3.33
2025-09-27,Meta Ads,Prospecting,Lookalike Prospecting,334.54,672,17864,23,1016.99,3.04
2025-09-27,Meta Ads,Retargeting,Cart Retargeting,319.93,690,25902,21,1036.59,3.24
2025-09-27,Microsoft Ads,Search,Bing Brand,149.33,404,9615,20,913.89,6.12
